house_name,LNG,LAT,price,streetAddress,postcode,house_type,ZCTA,nearest_3theaters_index,most_common_cuisine,num_rests_within_500m,nearest_5rests_index,distance_from_subway,nearest_subway
"Sunny, Quiet Top-Floor 4 Bedroom Apartment",-73.914563,40.698327,"$2,900",302 Linden Street,11237,Apartment,11237,"[74, 6, 62]",mexican,75,"[1289, 432, 1120, 742, 368]",244.55536279636817,Myrtle-Wyckoff Avs
Perfect Lux 1 Bd w/ Doorman & Amenities - Prime Williamsburg,-73.952051,40.71667,"$3,150",544 union ave,11211,Apartment,11211,"[74, 112, 1]",italian,13,"[782, 1002, 272, 790, 767]",138.43678728715798,Metropolitan Av
1bedroom/1bathroom,-73.9069,40.745,"$1,700",59th,11377,Apartment,11104,"[6, 74, 62]",Nepali,5,"[1245, 850, 1269, 676, 1077]",262.59050322681173,Northern Blvd
"1 bdr plus office room, close to M and L Trains ►◄►◄",-73.912608,40.706143,"$1,850",1815 harman st,11237,Apartment,11385,"[74, 6, 62]",mexican,78,"[990, 438, 1060, 882, 815]",208.3265142894683,Myrtle-Wyckoff Avs
Spacious 1 bedroom 1 bath in luxury Hell's Kitchen building,-73.992097,40.770591,"$3,167",625 W 57th street,10019,Apartment,10019,"[100, 109, 2]",american,23,"[462, 1352, 5, 966, 231]",484.67371228145015,42 St-Port Authority Bus Terminal
Spacious Studio in South Harlem,-73.946571,40.808183,"$1,600",,10026,Apartment,10027,"[6, 74, 62]",seafood,8,"[423, 429, 83, 416, 53]",120.37079048656969,125 St
"Beautiful 2 bd, 1.5 bath in 70s UWS No fee",-73.9827,40.7764,"$3,725",,10023,Apartment,10023,"[7, 97, 12]",diner,21,"[229, 918, 1264, 1137, 85]",102.74634354652183,72 St
Furnished beautiful house with water view,-73.5435,41.0888,"$3,900",83 Hastings Lane,6905,Apartment,10464,"[6, 74, 62]",,0,"[1321, 470, 562, 1124, 289]",28026.726115267298,Far Rockaway-Mott Av
1 BEDROOM WITH TERRACE NEXT TRAIN STATION,-73.778516,40.910831,"$1,895",Franklin Ave,10802,Apartment,10464,"[6, 74, 62]",,0,"[891, 209, 625, 76, 305]",5805.3255722173435,Pelham Bay Park
Luxury Building in Downtown BK! w/d in unit! GYM! Shared Garden! Baske,-73.98252,40.691254,$4065.00,,11256,Apartment,11201,"[58, 60, 24]",brunch,22,"[487, 600, 510, 93, 205]",79.68807764698538,DeKalb Av
Beautiful 2 bed 1 bath newly renovated in Williamsburg,-73.939401,40.707697,"$2,300",237 montrose,11206,Apartment,11206,"[74, 6, 112]",american,5,"[266, 937, 837, 807, 803]",49.94323667389872,Montrose Av
1 large BEAUTIFUL beroom! NO FEE! GREAT LOCATION! LUXURY,-73.98033,40.688473,$2595.00,,11245,Apartment,11217,"[60, 24, 58]",italian,32,"[798, 846, 955, 721, 498]",19.313475497414483,Nevins St
2 Bedroom Apartment $1450,-73.774073,40.691475,"$1,450",115-02 175th Street,11412,Apartment,11434,"[6, 74, 62]",,0,"[950, 509, 713, 635, 356]",1267.4310969655867,Jamaica-179 St
Bright & Sunny 1 Bdrm Apt in Luxury Doorman Building,-73.967954,40.680189,"$3,850",550 Vanderbilt AVe,11238,Apartment,11238,"[24, 60, 75]",japanese,9,"[40, 1213, 696, 672, 495]",253.52162321650962,Clinton-Washington Avs
Beautiful LUX BUILDING! GREAT LOCATION! VIEW TODAY!,-73.98363,40.688694,$3967.00,,11245,Apartment,11217,"[58, 60, 24]",diner,27,"[600, 487, 93, 510, 205]",152.5843159585917,Hoyt-Schermerhorn Sts
"Renovated 4 Bed, 1.5 Bath in Prime Bushwick!",-73.918,40.7006,"$3,000",,11237,Apartment,11237,"[74, 6, 62]",mexican,43,"[806, 607, 979, 700, 25]",109.61551288903297,DeKalb Av
Nicest Renovated 3 Bed in All of Bushwick!!,-73.918,40.7006,"$2,600",,11237,Apartment,11237,"[74, 6, 62]",mexican,43,"[806, 607, 979, 700, 25]",109.61551288903297,DeKalb Av
Rare 2 Bed Available in Luxury Building in Downtown Brooklyn,-73.9903,40.694,"$3,400",,11241,Apartment,11201,"[58, 91, 46]",mexican,29,"[258, 565, 81, 484, 114]",41.24746639225409,Borough Hall
"Newly Renovated 3 Bed, 2 Bath in Ridgewood",-73.8961,40.7036,"$2,700",,11385,Apartment,11385,"[6, 74, 62]",chinese,69,"[1459, 63, 479, 439, 295]",83.5267193579087,Fresh Pond Rd
High End Affordable 1 Bed in Flatbush,-73.957,40.6467,"$1,900",,11226,Apartment,11226,"[112, 24, 60]",pizza,2,"[1274, 444, 1074, 357, 542]",565.2554824960946,Parkside Av
Private room in Bed-Stuy/Clinton Hill area— absolute steal of an apart,-73.9644,40.679,$850,,11238,Apartment,11238,"[112, 24, 60]",mexican,15,"[495, 1403, 696, 307, 206]",206.66815848311202,Clinton-Washington Avs
Huge Alcove Studio in Doorman Building- Gramercy,-73.984934,40.736376,"$2,825",19th St,10010,Apartment,10003,"[99, 75, 103]",american,111,"[99, 649, 599, 584, 161]",170.75319621696823,3 Av
Beautiful spacious studio in LUXURY BUILDING! DOWNTOWN BK!,-73.98363,40.688694,$1959.00,,11245,Apartment,11217,"[58, 60, 24]",diner,27,"[600, 487, 93, 510, 205]",152.5843159585917,Hoyt-Schermerhorn Sts
1 BEDROOM! DOWNTOWN BK/ FORTGREENE! LUXURY! AMAZING  VIEWS! NO FEE!,-73.97837,40.687782,$3045.00,,11217,Apartment,11217,"[24, 60, 58]",brunch,31,"[721, 955, 798, 143, 354]",131.01218424528477,Atlantic Av-Barclays Ctr
Sunny 2br right next to Prospect Park,-73.959746,40.67282,"$1,900",559 St John's Pl,11238,Apartment,11238,"[112, 1, 24]",mexican,14,"[883, 1078, 1463, 542, 568]",94.31629086149029,Botanic Garden
1 BEDROOM! DOWNTOWN BK/ FORTGREENE! LUXURY! AMAZING  VIEWS! NO FEE!,-73.97837,40.687782,$3045.00,,11217,Apartment,11217,"[24, 60, 58]",brunch,31,"[721, 955, 798, 143, 354]",131.01218424528477,Atlantic Av-Barclays Ctr
Sunny Spacious Ridgewood 2 BR next to L&M,-73.8961,40.7036,$995,Woodbine st,11385,Apartment,11385,"[6, 74, 62]",chinese,69,"[1459, 63, 479, 439, 295]",83.5267193579087,Fresh Pond Rd
"Large apt 1 block to train, sun in all rooms, big living room",-73.907563,40.693524,"$2,095",1319 Halsey,11237,Apartment,11237,"[74, 6, 62]",chinese,87,"[511, 442, 751, 427, 110]",285.41041834780856,Seneca Av
"Sunny 3br in CH, dishwasher+heat/hw included",-73.949901,40.676252,"$2,200",609 Nostrand,11216,Apartment,11216,"[74, 112, 1]",caribbean,6,"[609, 1293, 857, 57, 485]",141.3098461518985,Nostrand Av
3 bd apt in Bay Ridge - no fee,-74.022638,40.629486,"$2,500",Bay Ridge Parkway,11209,Apartment,11209,"[61, 73, 87]",thai,3,"[505, 1026, 1003, 460, 474]",186.79931983532427,Bay Ridge Av
"2br + office in Bed Stuy fly, sun in all rooms",-73.949661,40.687124,"$2,000",301 Quincy,11216,Apartment,11216,"[74, 112, 1]",latin_american,7,"[57, 857, 609, 54, 485]",222.45184839195002,Nostrand Av
42nd st. Tudor City Studio - FULLY FURNISHED - 1 year lease only,-73.9707,40.7517,"$1,650",,10017,Apartment,10017,"[112, 1, 90]",diner,21,"[38, 378, 1327, 774, 48]",214.38918581107188,51 St
Very spacious 3 bed apartment available in Bushwick,-73.912273,40.683935,"$2,249",Decatur St,11233,Apartment,11207,"[74, 6, 112]",chinese,20,"[60, 274, 192, 34, 72]",176.19365395386075,Rockaway Av
Beautiful/spacious 4 bedroom apartment in Bushwick,-73.917791,40.69146,"$2,299",Woodbine st.,11221,Apartment,11221,"[74, 6, 112]",mexican,45,"[1138, 671, 873, 1019, 926]",208.20812647442688,Halsey St
Dope 3 Bed Near the Park! No Fee!,-73.924266,40.70146,"$2,300",Suydam St.,11247,Apartment,11237,"[74, 6, 112]",mexican,52,"[158, 1366, 424, 869, 42]",218.52267281412617,Jefferson St
Looking for the ideal 2 bed / 1 bath? Check out Residences on Bedford!,-73.5435,41.0888,"$2,003",1425 Bedford Street Welcome Center,6905,Apartment,10464,"[6, 74, 62]",,0,"[1321, 470, 562, 1124, 289]",28026.726115267298,Far Rockaway-Mott Av
New 2 Bed/2 Bath! No Fee!,-73.937398,40.699345,"$2,350",Locust St.,11206,Apartment,11206,"[74, 6, 112]",american,9,"[837, 803, 741, 701, 266]",204.46139566733973,Myrtle Av
Rad Cheap 2 Bed/2 Bath! No Fee!,-73.923082,40.6992,"$2,000",Wilson Ave.,11237,Apartment,11221,"[74, 6, 112]",mexican,46,"[622, 404, 557, 42, 158]",228.85731063821302,Jefferson St
Great location! Nice 1 br apartment exposed brick walls,-73.955294,40.67502,"$1,850",Prospect PL,11238,Apartment,11216,"[112, 1, 74]",japanese,4,"[1330, 542, 485, 883, 609]",181.32313891917087,Franklin Av
Cheap 2 Bed in Prime Bushwick! No Fee!,-73.926891,40.703667,"$2,000",Jefferson St.,11247,Apartment,11237,"[74, 6, 112]",mexican,52,"[949, 747, 208, 894, 23]",187.50379714065664,Central Av
1BED/1BATH AT PROSPECT PARK --1 PARKING SPOT INCLUDED*****************,-73.539,41.0531,"$1,699",,6904,Apartment,10464,"[6, 74, 62]",,0,"[1321, 470, 559, 562, 289]",27869.573361744737,Far Rockaway-Mott Av
Big Rad 2 Bed at DeKalb L! No Fee!,-73.917925,40.704538,"$2,100",Stockholm St.,11237,Apartment,11237,"[74, 6, 62]",mexican,41,"[806, 607, 700, 25, 386]",59.937715889860776,DeKalb Av
Prime Location*No Broker Fee*Pet Friendly*Sunny 1Br Apt.*Elevator Bldg,-73.9683,40.7975,"$3,300",,10025,Apartment,10025,"[113, 90, 62]",japanese,23,"[1246, 12, 1217, 433, 273]",60.40100058696086,103 St
"WILLIAMSBURG🌞MASSIVE NO FEE 3BR,2BA APT,LAUNDRY,CLOSETS,DEAL!🌞",-73.9563,40.7095,"$3,999",,11211,Apartment,11211,"[112, 74, 1]",latin_american,7,"[1196, 1238, 225, 1105, 366]",165.76171558993417,Marcy Av
NO FEE!! BEST DEAL🏡NICE APART. 4 BED🏡CALL TODAY🏡HEAT & HOT WATER INCLU,-73.9274,40.6907,"$2,499",,11221,Apartment,11221,"[74, 6, 112]",mexican,36,"[524, 1475, 1284, 977, 717]",177.01908285121436,Kosciuszko St
Charming 1 bed 1 bath in Heart of Chelsea,-73.9996,40.7402,"$2,625",,10113,Apartment,10011,"[9, 56, 80]",italian,85,"[1219, 861, 911, 518, 113]",98.7945009584816,14 St
NO FEE!! *BEST DEAL🏡BEAUTIFUL APART. 3 BED🏡CALL TODAY🏡🏡MUST SEE,-73.8961,40.7036,"$2,300",,11385,Apartment,11385,"[6, 74, 62]",chinese,69,"[1459, 63, 479, 439, 295]",83.5267193579087,Fresh Pond Rd
NO  FEE🏡BEAUTIFUL APART. 3 BED- 2 BATH🏡PET OK🏡LAUNDRY🏡VIDEO IN,-73.918,40.7006,"$2,450",,11237,Apartment,11237,"[74, 6, 62]",mexican,43,"[806, 607, 979, 700, 25]",109.61551288903297,DeKalb Av
FOR RENT BEAUTIFUL 1 BR 1 bath,-73.84178,40.877721,"$1,750",3400 wickham ave,10469,Apartment,10469,"[6, 74, 62]",,0,"[536, 501, 1295, 21, 394]",355.7969520777745,Baychester Av
2 BDR 2 baths apartment for rent in downtown Peekskill,-73.923,41.2825,"$2,500",,10566,Apartment,10471,"[6, 62, 74]",,0,"[1432, 859, 675, 1059, 529]",12418.794162641716,Van Cortlandt Park-242 St
1 Bedroom for Rent Walk to Port Chester Train!,-73.674137,41.005287,"$1,875",Westchester Ave,10573,Apartment,10464,"[6, 74, 62]",,0,"[890, 784, 289, 562, 470]",15226.962147922486,Jamaica-179 St
BED-STUY~NO FEE~NEWLY RENOVATED~EXPOSED BRICK~HEAT/HOT WATER INCLUDED~,-73.940989,40.679926,$2450.00,1509 Fulton Street,11216,Apartment,11213,"[74, 112, 6]",american,3,"[1306, 1014, 440, 803, 741]",14.56734729594653,Kingston-Throop Avs
BUSHWICK~NO FEE!~NEWLY RENOVATED~HEAT & HOT WATER INCLUDED~J/M TRAINS~,-73.919196,40.693609,$3200.00,131 Linden St.,11221,Apartment,11221,"[74, 6, 112]",mexican,41,"[1138, 671, 1005, 873, 814]",165.88998207703327,Knickerbocker Av
No Fee 1 Bed 1 Bath On-site parking Close to Train,-73.777634,40.900624,"$1,950",Pelham Rd,10805,Apartment,10464,"[6, 74, 62]",,0,"[891, 209, 625, 76, 305]",5809.252380177164,Pelham Bay Park
BUSHWICK~NO FEE~NEWLY RENOV~DUPLEX~BACKYARD~ROOFDECK~SPACIOUS~J/L TRAI,-73.910277,40.68599,$3000.00,1050 Decatur St.,11233,Apartment,11207,"[74, 6, 62]",chinese,37,"[192, 110, 277, 176, 72]",97.49256738697231,Chauncey St
NO FEE 1 Bedroom Rental Less than 3 minutes from Metro North!,-73.758892,40.931952,"$1,895",76 WENDT AVE,10538,Apartment,10464,"[6, 74, 62]",,0,"[890, 891, 625, 281, 305]",7357.103163367283,Jamaica-179 St
NO FEE 1 Bedroom Rental Less than 3 minutes from Metro North!,-73.758892,40.931952,"$2,065",76 WENDT AVE,10538,Apartment,10464,"[6, 74, 62]",,0,"[890, 891, 625, 281, 305]",7357.103163367283,Jamaica-179 St
"NO FEE 2 BEDROOM OSSINING, NY",-73.854789,41.166415,"$1,925",50 Croton Ave,10545,Apartment,10470,"[6, 74, 62]",,0,"[675, 859, 1047, 394, 678]",8155.201433071854,Wakefield-241 St
"Park Slope Affordable Studio, Prospect Park, Methodist Hospital, 10/1",-73.982888,40.667469,"$1,625",9th Street,11215,Apartment,11215,"[58, 60, 24]",italian,50,"[547, 1302, 796, 571, 592]",289.5592410562248,7 Av
Private Outdoor Space! Spacious 2 Bedroom in Park Slope,-73.978887,40.665731,"$3,150",8th ave,11215,Apartment,11215,"[58, 60, 24]",mexican,36,"[1227, 555, 215, 1082, 1076]",158.54281853344193,7 Av
2 Bedroom 2 Bath for Rent Walk to Port Chester Train!,-73.674137,41.005287,"$2,365",Westchester Ave,10573,Apartment,10464,"[6, 74, 62]",,0,"[890, 784, 289, 562, 470]",15226.962147922486,Jamaica-179 St
Laundry in Unit! Modern and Spacious 2 bedroom,-73.925436,40.682054,"$2,200",decatur,11233,Apartment,11233,"[74, 6, 112]",chinese,7,"[524, 431, 1284, 977, 131]",422.31772802600847,Gates Av
Amazing Amenities! Brand New Luxury 1 Bedroom in Prime Location!,-73.954275,40.652529,"$2,530",linden,11226,Apartment,11226,"[112, 1, 74]",guyanese,1,"[1274, 444, 1074, 542, 485]",470.5092056667629,Winthrop St
ZERO DEPOSIT No Broker Fee FLEX 3 with the Walls w/ Ceiling! & 2 Month,-74.0135,40.7085,"$3,100",,10006,Apartment,10006,"[35, 110, 61]",american,14,"[187, 286, 1309, 166, 47]",42.956329150078886,Rector St
OPEN HOUSE THURSDAY SEPT 24! NEW 2 Bedroom Apartments For Rent !!!!!,-73.862945,40.813103,"$1,975",420 St Lawrence Ave,10473,Apartment,10473,"[6, 74, 62]",,0,"[184, 1295, 536, 412, 21]",665.473982819784,Parkchester
"*BEAUTIFUL, SUNNY 1 CONV 2 BR, D/W, W/D, PETS OK!* off WEA/W low 100's",-73.967986,40.802239,"$1,950",off West End Ave,10025,Apartment,10025,"[62, 113, 90]",japanese,24,"[1217, 1246, 12, 218, 433]",96.26061769540107,103 St
Huge 800sf one bedroom with laundry in prime Ditmas Park,-73.960575,40.642533,"$2,200",east 19,11226,Apartment,11226,"[24, 60, 112]",pizza,4,"[1274, 444, 1074, 357, 883]",336.48559638680814,Newkirk Plaza
Luxury Penthouse 1 Bed with Private Terrace!,-73.943052,40.678555,"$2,200",herkimer,11216,Apartment,11216,"[74, 112, 1]",american,2,"[1014, 440, 1306, 609, 857]",247.55315161502566,Kingston-Throop Avs
"BEAUTIFUL RENOVATED TRUE 4BR APT! DISHWASHER! MICROWAVE! TRAINS 1,A,C!",-73.933804,40.850063,"$2,400",west 182 st,10040,Apartment,10033,"[6, 74, 62]",american,10,"[720, 801, 1286, 537, 497]",28.80602330999842,181 St
2Bed/1.5Bath available [Great share - Big bedrooms - No Fee],-73.978129,40.728957,"$2,650",Avenue B,10009,Apartment,10009,"[34, 24, 60]",american,11,"[397, 402, 26, 103, 389]",393.86291928275006,1 Av
LUXURY HUGE BRAND NEW 3BR APT! W/D INSIDE! DISHWASHER! AMAZING DESIGN!,-73.937409,40.795992,"$2,295",EAST 115 ST,10035,Apartment,10029,"[6, 74, 62]",mexican,8,"[1170, 1281, 1065, 1072, 541]",251.46307334903156,125 St
*900 ft Sun-Filled Spacious 2 Bedroom in the Heart of Williamsburg*,-73.957663,40.711406,"$3,450",160 HAVEMEYER STREET,11211,Apartment,11211,"[112, 74, 1]",latin_american,7,"[225, 1423, 1238, 1105, 1196]",94.21093217738614,Marcy Av
"FLEX 2 Deposit Free Bed 1 Bath No Fee & 2 Month Free w/ Gym, Rooftop &",-74.00708,40.707333,$2900.00,,10005,Apartment,10038,"[61, 87, 73]",thai,35,"[1187, 1168, 1045, 458, 848]",85.29878489627586,Fulton St
1 br in 3 br apt,-73.9644,40.679,$920,,11238,Apartment,11238,"[112, 24, 60]",mexican,15,"[495, 1403, 696, 307, 206]",206.66815848311202,Clinton-Washington Avs
2BR apartment within 1 Block from L train,-73.670223,40.744083,"$1,833",663 Central ave,11040,Apartment,11429,"[6, 74, 62]",,0,"[976, 820, 981, 928, 373]",10430.716190389456,Far Rockaway-Mott Av
"Bushwick🧡NO FEE BRAND NEW 2BR,2BA APT,LAUNDRY IN UNIT,L TRAIN,DAEL",-73.8961,40.7036,"$2,100",,11385,Apartment,11385,"[6, 74, 62]",chinese,69,"[1459, 63, 479, 439, 295]",83.5267193579087,Fresh Pond Rd
NO FEE - Two Bedroom with Balcony,-73.9563,40.7095,"$2,800",,11211,Apartment,11211,"[112, 74, 1]",latin_american,7,"[1196, 1238, 225, 1105, 366]",165.76171558993417,Marcy Av
Sunny 2BR w/Dishwasher & Washer/Dryer by Columbia No Fee by Owner,-73.9683,40.7975,"$1,999",,10025,Apartment,10025,"[113, 90, 62]",japanese,23,"[1246, 12, 1217, 433, 273]",60.40100058696086,103 St
"*BEAUTIFUL, SUNNY, HUGE STUDIO, BAY WINDOWS, VIEWS!* W low 100's/RSD",-73.969445,40.802076,"$1,635",off Riverside Drive,10025,Apartment,10025,"[113, 62, 90]",japanese,23,"[12, 1461, 1246, 1254, 1217]",143.43130907251148,103 St
apartamento 2 y 3 cuartos,-73.994961,40.727913,"$2,200",73,10012,Apartment,10012,"[15, 31, 8]",chinese,74,"[315, 727, 1360, 1073, 1016]",69.85767206039353,Bleecker St
FLEX 2 Deposit Free 1 Bed 1 Bath No Fee & 2 Month Free w/ Gym Rooftop,-74.00708,40.707333,"$2,850",,10005,Apartment,10038,"[61, 87, 73]",thai,35,"[1187, 1168, 1045, 458, 848]",85.29878489627586,Fulton St
Corner studio next to Houston! [Huge windows - Loft style - No Fee],-73.990523,40.724097,"$1,895",1st street,10002,Apartment,10003,"[46, 45, 91]",american,97,"[164, 123, 383, 322, 228]",68.45192021368082,2 Av
"*BEAUTIFUL 2 BR, 1.5 BATH DUPLEX, W/D, D/W, PETS, PVT PATIO!*off WEA",-73.9676,40.801953,"$2,995",off West End Ave,10025,Apartment,10025,"[62, 113, 90]",japanese,23,"[1217, 218, 1246, 12, 321]",104.09728451744485,Cathedral Pkwy (110 St)
2 bedroom HASA,-73.9274,40.6907,"$2,200",,11221,Apartment,11221,"[74, 6, 112]",mexican,36,"[524, 1475, 1284, 977, 717]",177.01908285121436,Kosciuszko St
Enormous High-Rise Luxury 1 Bed 1 Bath FLEX 2 Unit Upper East w/ Doorm,-73.96029,40.769375,$2990.00,,10021,Apartment,10065,"[74, 113, 112]",diner,18,"[340, 398, 1007, 214, 28]",138.38318615778385,77 St
No Security Deposit Tribecas Finest Studio w/ 3 Months Free NO FEE,-74.005875,40.715794,$2550.00,105 Duane Street,10278,Apartment,10007,"[73, 87, 61]",american,41,"[365, 126, 342, 139, 46]",144.79497493334506,City Hall
"GREAT Location on Franklin Ave, Large 1-bedroom",-73.958695,40.668286,"$1,870",Franklin Ave,11225,Apartment,11225,"[112, 1, 24]",pizza,6,"[883, 542, 1074, 444, 568]",87.94813567596174,Botanic Garden
Large 3 bed Duplex/BACKYARD/ROOF/DISH/,-73.9563,40.7095,"$3,500",FROST,11211,Apartment,11211,"[112, 74, 1]",latin_american,7,"[1196, 1238, 225, 1105, 366]",165.76171558993417,Marcy Av
Flexible move in date.  Best deal ever!!! Will not last.,-73.952794,40.777389,"$3,500",,10028,Apartment,10028,"[74, 6, 62]",italian,63,"[202, 1438, 375, 200, 288]",113.03152117274973,86 St
No Fee 1 Bed 1 Bath FLEX 2 W/ 2 Months Free Great lighting & Amazing V,-74.0083,40.7056,$2995.00,,10005,Apartment,10005,"[61, 73, 87]",thai,33,"[458, 1, 36, 2, 18]",96.49952476497512,Wall St
1 br Pent House apt in heart of Greenpoint starting Nov 1,-73.95833,40.727129,"$3,806",West St.,11222,Apartment,11222,"[112, 74, 1]",italian,5,"[1012, 366, 1423, 1238, 1105]",342.6837238882362,Bedford Av
"Amazing Corner 2 Bedroom 2 Bathroom w/ Dining Alcove, Walk-In Closet",-74.014725,40.718266,$5400.00,,10282,Apartment,10282,"[35, 110, 93]",american,6,"[166, 187, 286, 47, 74]",344.0475774944384,WTC Cortlandt
Sunny Room near Williamsburg Waterfront—Furnished if Desired,-73.961656,40.713907,"$1,450",,10158,Apartment,11211,"[112, 1, 113]",american,13,"[685, 1450, 15, 1025, 856]",465.85562202500114,Marcy Av
Amazing Location stunning  1 Bedroom /1 bath apartment,-73.9067,40.8798,$810,,10463,Apartment,10463,"[6, 74, 62]",greek,1,"[529, 198, 414, 259, 169]",209.52026656493987,231 St
!^WOW^!*SMOKING HOT LOCATION!*GUT RENO 1 BED!*NO FEE!*UNDERPRICED!*HOT,-73.9606,40.660027,"$1,650",Beekman Pl,11225,Apartment,11225,"[112, 24, 60]",pizza,5,"[1074, 444, 1274, 883, 307]",176.253918589662,Parkside Av
Newly renovated 1 bed with new appliances,-73.960962,40.675064,"$2,100",515 Park Pl.,11238,Apartment,11238,"[112, 1, 24]",mexican,14,"[883, 1078, 1463, 568, 307]",239.77045908701155,Botanic Garden
SPACIOUS*DINING ROOM*STORAGE*NEW FULL BATHROOM************************,-73.870992,40.955084,"$2,200",Hill  Terrace,10703,Apartment,10470,"[6, 74, 62]",,0,"[1344, 678, 21, 394, 309]",2300.2925415927616,Woodlawn
!^WOW^!*SMOKING HOT LOCATION!*LARGE 2 BED*PRIME WILLIAMSBERG!CHEAP!!!!,-73.951724,40.707807,"$1,995",hewes st,11211,Apartment,11206,"[74, 112, 1]",italian,11,"[272, 1283, 782, 469, 54]",156.97011168520638,Metropolitan Av
🏆 Spacious 1BR with 𝗣𝗿𝗶𝘃𝗮𝘁𝗲 𝗧𝗲𝗿𝗿𝗮𝗰𝗲,-73.977427,40.777844,"$2,700",59 West 73rd Street,10023,Apartment,10023,"[59, 12, 7]",japanese,22,"[999, 1304, 1093, 75, 491]",132.50398602023108,72 St
!^INSANE LOCATION^!*LARGE NATURAL 1 BED!*FRANKLIN AV*NO FEE! !*TRAINS!,-73.958927,40.668021,"$1,850",Carroll street,11225,Apartment,11225,"[112, 1, 24]",pizza,7,"[883, 1074, 542, 444, 568]",79.6271291557347,Botanic Garden
!^SMOKING HOT^!BIG UNDERPRICED 2 BED*NO FEE*TRAIN*NEAR EASTERN PKWY,-73.941694,40.674748,"$1,995",st marks ave,11213,Apartment,11213,"[74, 112, 1]",american,3,"[1014, 440, 1306, 609, 857]",172.5238725850964,Kingston Av
cozy 2 bedroom,-73.956143,40.694579,"$1,850",Bedford Avenue,11205,Apartment,11205,"[112, 74, 1]",japanese,6,"[54, 1196, 485, 225, 57]",328.78749893395843,Bedford-Nostrand Avs
!^INSANE LOCATION^!HUGE NATURAL 1 BED!*SUNNY*^IN UNIT LAUNDRY!*NO FE!!,-73.95601,40.652314,"$1,795",Linden blvd,11226,Apartment,11226,"[112, 1, 24]",pizza,2,"[1274, 444, 1074, 542, 883]",611.7316449223878,Franklin Avenue-Medgar Evers College
"No Fee! Luxury 1-Bed, Best Location in the City! 2 Blocks from Met!",-73.958165,40.778861,"$2,770",84th,10028,Apartment,10028,"[74, 62, 113]",diner,13,"[214, 1312, 1007, 465, 28]",249.08699824771122,77 St
Newly Renovated 2 Bedroom Apt. Right on Skillman Ave,-73.9069,40.745,"$1,980",51 street,11377,Apartment,11104,"[6, 74, 62]",Nepali,5,"[1245, 850, 1269, 676, 1077]",262.59050322681173,Northern Blvd
****** new ****** BACKYARD ****THREE BEDROOMS**** WHOLE FLOOR!!,-73.898192,40.757955,"$2,400",69th Street,11370,Apartment,11103,"[6, 74, 62]",Bengali,1,"[1150, 1077, 676, 850, 654]",257.1756522987779,65 St
Sunny 2Br+ Apartment Sunset Park - walk to subway,-74.0133,40.6412,"$2,200",,11220,Apartment,11220,"[61, 87, 73]",mexican,1,"[1395, 1104, 1336, 580, 726]",143.8744112546773,53 St
